No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++
76452,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1++_076452.jpg,0,0,0,1
76537,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1++_076537.jpg,0,0,0,1
76539,1++,steer,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076539.jpg,0,0,0,1
76581,1++,steer,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_076581.jpg,0,0,0,1
76582,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076582.jpg,0,0,0,1
76586,1++,steer,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076586.jpg,0,0,0,1
76587,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076587.jpg,0,0,0,1
76620,1++,female,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1++_076620.jpg,0,0,0,1
76677,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076677.jpg,0,0,0,1
76679,1++,female,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_076679.jpg,0,0,0,1
76680,1++,steer,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_076680.jpg,0,0,0,1
76737,1++,steer,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076737.jpg,0,0,0,1
76828,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,QC_cow_segmentation_1++_076828.jpg,0,0,0,1
76858,1++,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076858.jpg,0,0,0,1
76859,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076859.jpg,0,0,0,1
76883,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,QC_cow_segmentation_1++_076883.jpg,0,0,0,1
76912,1++,steer,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076912.jpg,0,0,0,1
76953,1++,steer,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,QC_cow_segmentation_1++_076953.jpg,0,0,0,1
76966,1++,steer,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,QC_cow_segmentation_1++_076966.jpg,0,0,0,1
76969,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076969.jpg,0,0,0,1
76985,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_076985.jpg,0,0,0,1
76999,1++,female,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1++_076999.jpg,0,0,0,1
77011,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077011.jpg,0,0,0,1
77072,1++,steer,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077072.jpg,0,0,0,1
77075,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1++_077075.jpg,0,0,0,1
77085,1++,female,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077085.jpg,0,0,0,1
77093,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077093.jpg,0,0,0,1
77122,1++,female,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077122.jpg,0,0,0,1
77125,1++,steer,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,QC_cow_segmentation_1++_077125.jpg,0,0,0,1
77163,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077163.jpg,0,0,0,1
77187,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077187.jpg,0,0,0,1
77216,1++,steer,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077216.jpg,0,0,0,1
77235,1++,female,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,QC_cow_segmentation_1++_077235.jpg,0,0,0,1
77245,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077245.jpg,0,0,0,1
77247,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,QC_cow_segmentation_1++_077247.jpg,0,0,0,1
77252,1++,steer,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077252.jpg,0,0,0,1
77263,1++,steer,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,QC_cow_segmentation_1++_077263.jpg,0,0,0,1
77266,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077266.jpg,0,0,0,1
77279,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077279.jpg,0,0,0,1
77281,1++,steer,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077281.jpg,0,0,0,1
77282,1++,steer,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077282.jpg,0,0,0,1
77306,1++,steer,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077306.jpg,0,0,0,1
77324,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077324.jpg,0,0,0,1
77341,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077341.jpg,0,0,0,1
77345,1++,steer,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077345.jpg,0,0,0,1
77347,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077347.jpg,0,0,0,1
77352,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077352.jpg,0,0,0,1
77359,1++,steer,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1++_077359.jpg,0,0,0,1
77366,1++,female,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077366.jpg,0,0,0,1
77379,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077379.jpg,0,0,0,1
77389,1++,steer,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077389.jpg,0,0,0,1
77398,1++,steer,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077398.jpg,0,0,0,1
77437,1++,steer,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,QC_cow_segmentation_1++_077437.jpg,0,0,0,1
77526,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077526.jpg,0,0,0,1
77527,1++,steer,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077527.jpg,0,0,0,1
77559,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077559.jpg,0,0,0,1
77567,1++,female,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077567.jpg,0,0,0,1
77569,1++,female,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077569.jpg,0,0,0,1
77583,1++,steer,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077583.jpg,0,0,0,1
77584,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077584.jpg,0,0,0,1
77589,1++,female,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077589.jpg,0,0,0,1
77599,1++,steer,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077599.jpg,0,0,0,1
77602,1++,steer,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077602.jpg,0,0,0,1
77606,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077606.jpg,0,0,0,1
77611,1++,female,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077611.jpg,0,0,0,1
77668,1++,steer,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077668.jpg,0,0,0,1
77677,1++,steer,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077677.jpg,0,0,0,1
77712,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077712.jpg,0,0,0,1
77724,1++,female,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077724.jpg,0,0,0,1
77725,1++,steer,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077725.jpg,0,0,0,1
77746,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077746.jpg,0,0,0,1
77752,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077752.jpg,0,0,0,1
77763,1++,steer,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077763.jpg,0,0,0,1
77775,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077775.jpg,0,0,0,1
77820,1++,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_077820.jpg,0,0,0,1
77825,1++,steer,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077825.jpg,0,0,0,1
77870,1++,steer,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_077870.jpg,0,0,0,1
77881,1++,steer,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077881.jpg,0,0,0,1
77904,1++,steer,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_077904.jpg,0,0,0,1
78027,1++,steer,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_078027.jpg,0,0,0,1
78041,1++,steer,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1++_078041.jpg,0,0,0,1
78043,1++,steer,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1++_078043.jpg,0,0,0,1
78077,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1++_078077.jpg,0,0,0,1
78094,1++,female,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1++_078094.jpg,0,0,0,1
69455,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069455.jpg,0,0,1,0
69459,1+,steer,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069459.jpg,0,0,1,0
69465,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069465.jpg,0,0,1,0
69481,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_069481.jpg,0,0,1,0
69485,1+,steer,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_069485.jpg,0,0,1,0
69494,1+,steer,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,QC_cow_segmentation_1+_069494.jpg,0,0,1,0
69496,1+,steer,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,QC_cow_segmentation_1+_069496.jpg,0,0,1,0
69505,1+,female,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069505.jpg,0,0,1,0
69507,1+,steer,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069507.jpg,0,0,1,0
69550,1+,steer,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_069550.jpg,0,0,1,0
69555,1+,steer,2.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069555.jpg,0,0,1,0
69557,1+,steer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,QC_cow_segmentation_1+_069557.jpg,0,0,1,0
69558,1+,steer,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_069558.jpg,0,0,1,0
69564,1+,steer,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_069564.jpg,0,0,1,0
69571,1+,steer,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069571.jpg,0,0,1,0
69579,1+,steer,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069579.jpg,0,0,1,0
69581,1+,steer,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069581.jpg,0,0,1,0
69595,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069595.jpg,0,0,1,0
69602,1+,steer,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,QC_cow_segmentation_1+_069602.jpg,0,0,1,0
69607,1+,steer,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069607.jpg,0,0,1,0
69621,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_069621.jpg,0,0,1,0
69624,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_069624.jpg,0,0,1,0
69641,1+,steer,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069641.jpg,0,0,1,0
69644,1+,steer,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,QC_cow_segmentation_1+_069644.jpg,0,0,1,0
69646,1+,steer,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069646.jpg,0,0,1,0
69651,1+,steer,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,QC_cow_segmentation_1+_069651.jpg,0,0,1,0
69653,1+,female,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069653.jpg,0,0,1,0
69682,1+,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069682.jpg,0,0,1,0
69685,1+,steer,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069685.jpg,0,0,1,0
69690,1+,steer,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,QC_cow_segmentation_1+_069690.jpg,0,0,1,0
69700,1+,female,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,QC_cow_segmentation_1+_069700.jpg,0,0,1,0
69707,1+,steer,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069707.jpg,0,0,1,0
69726,1+,steer,2.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,QC_cow_segmentation_1+_069726.jpg,0,0,1,0
69728,1+,steer,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,QC_cow_segmentation_1+_069728.jpg,0,0,1,0
69731,1+,steer,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,QC_cow_segmentation_1+_069731.jpg,0,0,1,0
69737,1+,female,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069737.jpg,0,0,1,0
69739,1+,steer,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069739.jpg,0,0,1,0
69746,1+,steer,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_069746.jpg,0,0,1,0
69747,1+,female,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069747.jpg,0,0,1,0
69748,1+,female,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069748.jpg,0,0,1,0
69750,1+,steer,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069750.jpg,0,0,1,0
69752,1+,steer,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_069752.jpg,0,0,1,0
69773,1+,steer,4.0,3.0,1.0,2.0,2.0,1.0,4.0,5.0,4.0,2.0,QC_cow_segmentation_1+_069773.jpg,0,0,1,0
69776,1+,steer,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069776.jpg,0,0,1,0
69783,1+,steer,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069783.jpg,0,0,1,0
69788,1+,steer,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_069788.jpg,0,0,1,0
69820,1+,steer,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,QC_cow_segmentation_1+_069820.jpg,0,0,1,0
69827,1+,steer,4.0,4.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,QC_cow_segmentation_1+_069827.jpg,0,0,1,0
69830,1+,steer,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,QC_cow_segmentation_1+_069830.jpg,0,0,1,0
69856,1+,steer,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_069856.jpg,0,0,1,0
69872,1+,female,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,QC_cow_segmentation_1+_069872.jpg,0,0,1,0
69891,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,QC_cow_segmentation_1+_069891.jpg,0,0,1,0
69893,1+,steer,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_069893.jpg,0,0,1,0
69896,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_069896.jpg,0,0,1,0
69897,1+,steer,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069897.jpg,0,0,1,0
69905,1+,steer,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,QC_cow_segmentation_1+_069905.jpg,0,0,1,0
69908,1+,steer,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,QC_cow_segmentation_1+_069908.jpg,0,0,1,0
69912,1+,female,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,QC_cow_segmentation_1+_069912.jpg,0,0,1,0
69913,1+,steer,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069913.jpg,0,0,1,0
69914,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069914.jpg,0,0,1,0
69915,1+,female,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069915.jpg,0,0,1,0
69917,1+,steer,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,QC_cow_segmentation_1+_069917.jpg,0,0,1,0
69920,1+,steer,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_069920.jpg,0,0,1,0
69921,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,QC_cow_segmentation_1+_069921.jpg,0,0,1,0
69928,1+,steer,2.0,4.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,QC_cow_segmentation_1+_069928.jpg,0,0,1,0
69930,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069930.jpg,0,0,1,0
69937,1+,steer,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_069937.jpg,0,0,1,0
69949,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_069949.jpg,0,0,1,0
69958,1+,steer,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,QC_cow_segmentation_1+_069958.jpg,0,0,1,0
69962,1+,steer,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,QC_cow_segmentation_1+_069962.jpg,0,0,1,0
69967,1+,female,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,QC_cow_segmentation_1+_069967.jpg,0,0,1,0
69984,1+,female,3.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_069984.jpg,0,0,1,0
69997,1+,steer,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_069997.jpg,0,0,1,0
70005,1+,steer,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,QC_cow_segmentation_1+_070005.jpg,0,0,1,0
70006,1+,steer,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,QC_cow_segmentation_1+_070006.jpg,0,0,1,0
70010,1+,steer,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070010.jpg,0,0,1,0
70022,1+,steer,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070022.jpg,0,0,1,0
70027,1+,steer,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070027.jpg,0,0,1,0
70038,1+,steer,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070038.jpg,0,0,1,0
70039,1+,steer,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_070039.jpg,0,0,1,0
70049,1+,steer,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070049.jpg,0,0,1,0
70073,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,QC_cow_segmentation_1+_070073.jpg,0,0,1,0
70100,1+,steer,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070100.jpg,0,0,1,0
70106,1+,steer,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070106.jpg,0,0,1,0
70121,1+,steer,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,QC_cow_segmentation_1+_070121.jpg,0,0,1,0
70124,1+,steer,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,QC_cow_segmentation_1+_070124.jpg,0,0,1,0
70131,1+,steer,1.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070131.jpg,0,0,1,0
70137,1+,steer,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070137.jpg,0,0,1,0
70138,1+,steer,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070138.jpg,0,0,1,0
70140,1+,steer,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,QC_cow_segmentation_1+_070140.jpg,0,0,1,0
70142,1+,steer,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,QC_cow_segmentation_1+_070142.jpg,0,0,1,0
70149,1+,steer,4.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,3.0,QC_cow_segmentation_1+_070149.jpg,0,0,1,0
70151,1+,steer,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,QC_cow_segmentation_1+_070151.jpg,0,0,1,0
70152,1+,female,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,QC_cow_segmentation_1+_070152.jpg,0,0,1,0
